card,card_type,ability,part,timing,attack_side,resolution,affects_self,affects_others,conditional,limit,surge_option,effect,pipelines,notes
Bantha Rider,DC,Surge: Pierce 2,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 2,None,surge ability
Bantha Rider,DC,Massive,1,always,None,automatic,TRUE,None,None,None,FALSE,"Massive: this figure moves through other figures and may end its movement on them, pushing them aside",movement,movement keyword
Baze Malbus,DC,"Surge: +1 Damage, Cleave 1",1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Damage and Cleave 1 (applies after the attack resolves),damage,surge ability
Baze Malbus,DC,"Surge: Blast 1, Cleave 1",1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Blast 1 and Cleave 1 (applies after the attack resolves),damage,surge ability
Bib Fortuna,DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Bib Fortuna,DC,"Surge: +1 Accuracy, Pierce 1",1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Accuracy and Pierce 1,None,surge ability
Biv Bodhrik,DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Biv Bodhrik,DC,Surge: Blast 1,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Blast 1 (applies after the attack resolves),damage,surge ability
Bo-Katan Kryze,DC,Surge: +3 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +3 Damage,None,surge ability
Bo-Katan Kryze,DC,Surge: +2 Accuracy,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Accuracy,None,surge ability
Bo-Katan Kryze,DC,"Surge: Pierce 1, you become Hidden",1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 1 and you become Hidden (applies after the attack resolves),condition,surge ability
Bo-Katan Kryze,DC,Mobile,1,always,None,automatic,TRUE,None,None,None,FALSE,Mobile: this figure does not spend extra movement points for difficult terrain and may move through hostile figures,movement,movement keyword
Boba Fett,DC,Surge: Pierce 1,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 1,None,surge ability
Boba Fett,DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Bodhi Rook,DC,Surge: +2 Accuracy,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Accuracy,None,surge ability
Bodhi Rook,DC,Surge: +1 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Damage,None,surge ability
Bodhi Rook,DC,Surge: gain 1 Damage token,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: gain 1 Damage token,damage_token,surge ability
Bossk,DC,Surge: Pierce 2,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 2,None,surge ability
BT-1,DC,Surge: Blast 1,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Blast 1 (applies after the attack resolves),damage,surge ability
BT-1,DC,Surge: Pierce 2,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 2,None,surge ability
BT-1,DC,Surge: Recover 1,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Recover 1 (applies after the attack resolves),recover,surge ability
"C1-10P ""Chopper""",DC,Surge: Pierce 2,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 2,None,surge ability
"C1-10P ""Chopper""",DC,Surge: Recover 2,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Recover 2 (applies after the attack resolves),recover,surge ability
Cad Bane,DC,Surge: Recover 1,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Recover 1 (applies after the attack resolves),recover,surge ability
Cad Bane,DC,Mobile,1,always,None,automatic,TRUE,None,None,None,FALSE,Mobile: this figure does not spend extra movement points for difficult terrain and may move through hostile figures,movement,movement keyword
Cal Kestis,DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Cal Kestis,DC,Surge: Cleave 2,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Cleave 2 (applies after the attack resolves),damage,surge ability
Cal Kestis,DC,Surge: Pierce 3,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 3,None,surge ability
Captain Terro,DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Captain Terro,DC,Surge: Pierce 2,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 2,None,surge ability
Cara Dune,DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Cara Dune,DC,Surge: Blast 2,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Blast 2 (applies after the attack resolves),damage,surge ability
Cassian Andor,DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Cassian Andor,DC,Surge: +2 Accuracy,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Accuracy,None,surge ability
Cassian Andor,DC,Surge: gain 2 Damage token,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: gain 2 Damage token,damage_token,surge ability
Chewbacca,DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Chewbacca,DC,Surge: the target becomes Stunned,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: the target becomes Stunned (applies after the attack resolves),condition,surge ability
Chewbacca,DC,Surge: +2 Accuracy,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Accuracy,None,surge ability
Chirrut Imwe,DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Chirrut Imwe,DC,Surge: Cleave 1,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Cleave 1 (applies after the attack resolves),damage,surge ability
CT-1701,DC,Surge: +1 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Damage,None,surge ability
CT-1701,DC,Surge: gain 1 Hit token,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: gain 1 Hit token,None,surge ability
CT-1701,DC,"Surge: +2 Accuracy, the target becomes Weakened",1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Accuracy and the target becomes Weakened (applies after the attack resolves),condition,surge ability
Dark Trooper Mk III,DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Dark Trooper Mk III,DC,"Surge: +2 Accuracy, Pierce 1",1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Accuracy and Pierce 1,None,surge ability
Darth Vader,DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Darth Vader,DC,Surge: Pierce 3,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 3,None,surge ability
Davith Elso,DC,"Surge: +2 Damage, you become Hidden",1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage and you become Hidden (applies after the attack resolves),condition,surge ability
Davith Elso,DC,Surge: Pierce 3,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 3,None,surge ability
Death Trooper (Elite),DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Death Trooper (Elite),DC,"Surge: +2 Accuracy, Pierce 1",1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Accuracy and Pierce 1,None,surge ability
Death Trooper (Regular),DC,Surge: +1 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Damage,None,surge ability
Death Trooper (Regular),DC,"Surge: +2 Accuracy, Pierce 1",1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Accuracy and Pierce 1,None,surge ability
Del Meeko,DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Del Meeko,DC,Surge: +2 Accuracy,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Accuracy,None,surge ability
Dengar,DC,Surge: +2 Accuracy,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Accuracy,None,surge ability
Dengar,DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Dewback Rider,DC,"Surge: +1 Damage, Pierce 1",1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Damage and Pierce 1,None,surge ability
Dewback Rider,DC,Surge: +1 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Damage,None,surge ability
Dewback Rider,DC,Surge: Pierce 1,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 1,None,surge ability
Dewback Rider,DC,Efficient Travel,1,always,None,automatic,TRUE,None,None,None,FALSE,"Efficient Travel: while moving, you ignore additional movement-point costs for hostile figures and difficult terrain",movement,movement keyword
Diala Passil,DC,Surge: Pierce 3,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 3,None,surge ability
Diala Passil,DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Diala Passil,DC,Surge: Cleave 2,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Cleave 2 (applies after the attack resolves),damage,surge ability
Dio,Companion DC,"Surge: +1 Damage, the target becomes Stunned",1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Damage and the target becomes Stunned (applies after the attack resolves),condition,surge ability
Dio,Companion DC,"Surge: +1 Damage, +2 Accuracy",1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Damage and +2 Accuracy,None,surge ability
Dio,Companion DC,Mobile,1,always,None,automatic,TRUE,None,None,None,FALSE,Mobile: this figure does not spend extra movement points for difficult terrain and may move through hostile figures,movement,movement keyword
Director Krennic,DC,"Surge: +2 Damage, +1 Accuracy",1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage and +1 Accuracy,None,surge ability
Director Krennic,DC,Surge: Pierce 1,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 1,None,surge ability
Doctor Aphra,DC,Surge: +2 Accuracy,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Accuracy,None,surge ability
Doctor Aphra,DC,Surge: Pierce 1,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 1,None,surge ability
Dr. Royce Hemlock,DC,Surge: you become Focused,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: you become Focused (applies after the attack resolves),condition,surge ability
Dr. Royce Hemlock,DC,Surge: +1 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Damage,None,surge ability
Dr. Royce Hemlock,DC,Surge: +3 Accuracy,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +3 Accuracy,None,surge ability
Drokkatta,DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
E-Web Engineer (Elite),DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
E-Web Engineer (Elite),DC,Surge: +2 Accuracy,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Accuracy,None,surge ability
E-Web Engineer (Elite),DC,Surge: Recover 2,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Recover 2 (applies after the attack resolves),recover,surge ability
E-Web Engineer (Regular),DC,Surge: Recover 2,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Recover 2 (applies after the attack resolves),recover,surge ability
E-Web Engineer (Regular),DC,Surge: +1 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Damage,None,surge ability
Echo Base Trooper (Elite),DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Echo Base Trooper (Elite),DC,"Surge: +2 Accuracy, Pierce 1",1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Accuracy and Pierce 1,None,surge ability
Echo Base Trooper (Elite),DC,Efficient Travel,1,always,None,automatic,TRUE,None,None,None,FALSE,"Efficient Travel: while moving, you ignore additional movement-point costs for hostile figures and difficult terrain",movement,movement keyword
Echo Base Trooper (Regular),DC,Surge: +1 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Damage,None,surge ability
Echo Base Trooper (Regular),DC,Surge: +2 Accuracy,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Accuracy,None,surge ability
Emperor Palpatine,DC,Surge: +1 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Damage,None,surge ability
Ewok Warrior (Elite),DC,Surge: +1 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Damage,None,surge ability
Ewok Warrior (Elite),DC,"Surge: Pierce 1, you become Hidden",1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 1 and you become Hidden (applies after the attack resolves),condition,surge ability
Ezra Bridger,DC,Surge: Pierce 3,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 3,None,surge ability
Ezra Bridger,DC,Surge: Recover 2,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Recover 2 (applies after the attack resolves),recover,surge ability
Ezra Bridger,DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Fenn Signis,DC,"Surge: Blast 1, Recover 1",1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Blast 1 and Recover 1 (applies after the attack resolves),damage;recover,surge ability
Fenn Signis,DC,Surge: +2 Accuracy,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Accuracy,None,surge ability
Fennec Shand,DC,Surge: Pierce 1,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 1,None,surge ability
Fennec Shand,DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Fifth Brother,DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Fifth Brother,DC,Surge: Pierce 3,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 3,None,surge ability
Gaarkhan,DC,Surge: +1 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Damage,None,surge ability
Gaarkhan,DC,Surge: Pierce 2,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 2,None,surge ability
Gamorrean Guard (Elite),DC,Surge: Cleave 2,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Cleave 2 (applies after the attack resolves),damage,surge ability
Gar Saxon,DC,Surge: +2 Accuracy,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Accuracy,None,surge ability
Gar Saxon,DC,Surge: gain 1 Block token,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: gain 1 Block token,None,surge ability
Gar Saxon,DC,Surge: +1 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Damage,None,surge ability
Gar Saxon,DC,Mobile,1,always,None,automatic,TRUE,None,None,None,FALSE,Mobile: this figure does not spend extra movement points for difficult terrain and may move through hostile figures,movement,movement keyword
General Sorin,DC,Surge: +1 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Damage,None,surge ability
General Sorin,DC,Surge: you become Focused,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: you become Focused (applies after the attack resolves),condition,surge ability
General Sorin,DC,Surge: the target becomes Stunned,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: the target becomes Stunned (applies after the attack resolves),condition,surge ability
General Weiss,DC,Surge: Pierce 2,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 2,None,surge ability
General Weiss,DC,Surge (2 surges): Blast 3,1,spend_surges,attacker,prompt,TRUE,None,None,costs 2 surges,TRUE,Spend 2 surges: Blast 3 (applies after the attack resolves),damage,double surge ability
General Weiss,DC,Massive,1,always,None,automatic,TRUE,None,None,None,FALSE,"Massive: this figure moves through other figures and may end its movement on them, pushing them aside",movement,movement keyword
Gideon Argus,DC,Surge: you become Focused,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: you become Focused (applies after the attack resolves),condition,surge ability
Gideon Argus,DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Greedo,DC,Surge: the target becomes Bleeding,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: the target becomes Bleeding (applies after the attack resolves),condition,surge ability
Greedo,DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Greedo,DC,Surge: +3 Accuracy,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +3 Accuracy,None,surge ability
Han Solo,DC,"Surge: +2 Accuracy, +1 Damage",1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Accuracy and +1 Damage,None,surge ability
Han Solo,DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Heavy Stormtrooper (Elite),DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Heavy Stormtrooper (Elite),DC,Surge: Blast 2,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Blast 2 (applies after the attack resolves),damage,surge ability
Heavy Stormtrooper (Regular),DC,Surge: +1 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Damage,None,surge ability
Heavy Stormtrooper (Regular),DC,Surge: Blast 1,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Blast 1 (applies after the attack resolves),damage,surge ability
Hera Syndulla,DC,Surge: +1 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Damage,None,surge ability
Hera Syndulla,DC,Surge (2 surges): Pierce 2,1,spend_surges,attacker,prompt,TRUE,None,None,costs 2 surges,TRUE,Spend 2 surges: Pierce 2,None,double surge ability
Hired Gun (Elite),DC,Surge: +1 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Damage,None,surge ability
Hired Gun (Regular),DC,Surge: +1 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Damage,None,surge ability
Hired Gun (Regular),DC,Surge: Pierce 1,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 1,None,surge ability
Hired Gun (Regular),DC,Surge: +1 Accuracy,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Accuracy,None,surge ability
HK Assassin Droid (Elite),DC,Surge: +1 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Damage,None,surge ability
HK Assassin Droid (Elite),DC,Surge: Pierce 1,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 1,None,surge ability
HK Assassin Droid (Elite),DC,"Surge: +2 Accuracy, the target becomes Weakened",1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Accuracy and the target becomes Weakened (applies after the attack resolves),condition,surge ability
HK-47,DC,Surge: +2 Accuracy,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Accuracy,None,surge ability
HK-47,DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Hondo Ohnaka,DC,Surge: +1 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Damage,None,surge ability
Hondo Ohnaka,DC,Surge: +2 Accuracy,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Accuracy,None,surge ability
Iden Versio,DC,"Surge: +2 Accuracy, +1 Damage",1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Accuracy and +1 Damage,None,surge ability
Iden Versio,DC,Surge: Pierce 1,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 1,None,surge ability
IG-11,DC,Surge: Pierce 1,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 1,None,surge ability
IG-11,DC,Surge: +2 Accuracy,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Accuracy,None,surge ability
IG-11,DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
IG-88,DC,Surge: Recover 3,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Recover 3 (applies after the attack resolves),recover,surge ability
IG-88,DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Imperial Officer (Elite),DC,Surge: you become Focused,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: you become Focused (applies after the attack resolves),condition,surge ability
Imperial Officer (Elite),DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Imperial Officer (Elite),DC,Surge: the target becomes Stunned,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: the target becomes Stunned (applies after the attack resolves),condition,surge ability
Imperial Officer (Elite),DC,Surge: +2 Accuracy,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Accuracy,None,surge ability
Imperial Officer (Regular),DC,Surge: you become Focused,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: you become Focused (applies after the attack resolves),condition,surge ability
Imperial Officer (Regular),DC,Surge: +1 Surge,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Surge,None,surge ability
Imperial Officer (Regular),DC,Surge: +2 Accuracy,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Accuracy,None,surge ability
ISB Infiltrator (Elite),DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
ISB Infiltrator (Elite),DC,Surge: +1 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Damage,None,surge ability
ISB Infiltrator (Elite),DC,"Surge: Pierce 1, +2 Accuracy",1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 1 and +2 Accuracy,None,surge ability
ISB Infiltrator (Regular),DC,Surge: you become Hidden,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: you become Hidden (applies after the attack resolves),condition,surge ability
ISB Infiltrator (Regular),DC,Surge: +2 Accuracy,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Accuracy,None,surge ability
ISB Infiltrator (Regular),DC,Surge: +1 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Damage,None,surge ability
J4X-7,Companion DC,Surge: +1 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +1 Damage,None,surge ability
Jarrod Kelvin,DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Jarrod Kelvin,DC,Surge: Pierce 2,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 2,None,surge ability
Jarrod Kelvin,DC,Surge: gain 1 Power token,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: gain 1 Power token,gain_pt,surge ability
Jawa Scavenger (Elite),DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Jawa Scavenger (Elite),DC,Surge: +2 Accuracy,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Accuracy,None,surge ability
Jawa Scavenger (Elite),DC,Surge: Pierce 2,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: Pierce 2,None,surge ability
Jawa Scavenger (Regular),DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
Jawa Scavenger (Regular),DC,Surge: +2 Accuracy,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Accuracy,None,surge ability
Jet Trooper (Elite),DC,Surge: +3 Accuracy,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +3 Accuracy,None,surge ability
Jet Trooper (Elite),DC,Surge: +2 Damage,1,spend_surges,attacker,prompt,TRUE,None,None,None,TRUE,Spend 1 surge: +2 Damage,None,surge ability
